Name;MSCI WORLD U$ - PRICE INDEX;;;
1/22/80;135,481;;;
1/23/80;136,815;;;
1/24/80;137,348;;;
1/25/80;137,543;;;
1/28/80;138,202;;;
1/29/80;138,29;;;
1/30/80;139,295;;;
1/31/80;138,591;;;
2/1/80;138,981;;;
2/4/80;138,595;;;
2/5/80;138,737;;;
2/6/80;139,793;;;
2/7/80;140,803;;;
2/8/80;142,068;;;
2/11/80;142,311;;;
2/12/80;142,618;;;
2/13/80;143,317;;;
2/14/80;142,122;;;
2/15/80;140,73;;;
2/18/80;140,629;;;
2/19/80;139,781;;;
2/20/80;140,618;;;
2/21/80;140,015;;;
2/22/80;139,505;;;
2/25/80;137,895;;;
2/26/80;138,066;;;
2/27/80;137,317;;;
2/28/80;137,614;;;
2/29/80;138,248;;;
3/3/80;137,346;;;
3/4/80;136,911;;;
3/5/80;135,569;;;
3/6/80;133,63;;;
3/7/80;131,286;;;
3/10/80;129,835;;;
3/11/80;130,448;;;
3/12/80;130,259;;;
3/13/80;129,015;;;
3/14/80;127,672;;;
3/17/80;124,413;;;
3/18/80;125,355;;;
3/19/80;126,115;;;
3/20/80;125,827;;;
3/21/80;124,644;;;
3/24/80;122,495;;;
3/25/80;122,283;;;
3/26/80;122,137;;;
3/27/80;120,451;;;
3/28/80;122,016;;;
3/31/80;122,959;;;
4/1/80;122,365;;;
4/2/80;122,77;;;
4/3/80;122,662;;;
4/4/80;122,662;;;
4/7/80;121,655;;;
4/8/80;121,539;;;
4/9/80;124,518;;;
4/10/80;126,109;;;
4/11/80;126,003;;;
4/14/80;125,794;;;
4/15/80;125,121;;;
4/16/80;124,355;;;
4/17/80;124,994;;;
4/18/80;124,906;;;
4/21/80;124,307;;;
4/22/80;126,413;;;
4/23/80;127,36;;;
4/24/80;128,385;;;
4/25/80;128,918;;;
4/28/80;129,881;;;
4/29/80;130,324;;;
4/30/80;130,581;;;
5/1/80;130,302;;;
5/2/80;130,312;;;
5/5/80;130,79;;;
5/6/80;131,691;;;
5/7/80;132,354;;;
5/8/80;131,492;;;
5/9/80;130,498;;;
5/12/80;130,914;;;
5/13/80;132,529;;;
5/14/80;133,282;;;
5/15/80;133,366;;;
5/16/80;132,938;;;
5/19/80;132,652;;;
5/20/80;132,796;;;
5/21/80;133,887;;;
5/22/80;135,041;;;
5/23/80;136,517;;;
5/26/80;136,683;;;
5/27/80;137,79;;;
5/28/80;137,881;;;
5/29/80;136,295;;;
5/30/80;136,573;;;
6/2/80;136,921;;;
6/3/80;136,436;;;
6/4/80;137,939;;;
6/5/80;138,756;;;
6/6/80;139,084;;;
6/9/80;140,279;;;
6/10/80;141,006;;;
6/11/80;141,972;;;
6/12/80;141,904;;;
6/13/80;142,796;;;
6/16/80;143,272;;;
6/17/80;142,852;;;
6/18/80;143,352;;;
6/19/80;141,898;;;
6/20/80;141,932;;;
6/23/80;142,395;;;
6/24/80;142,668;;;
6/25/80;143,609;;;
6/26/80;143,509;;;
6/27/80;143,613;;;
6/30/80;142,683;;;
7/1/80;142,29;;;
7/2/80;143,155;;;
7/3/80;144,719;;;
7/4/80;145,063;;;
7/7/80;145,863;;;
7/8/80;145,963;;;
7/9/80;145,906;;;
7/10/80;145,174;;;
7/11/80;145,495;;;
7/14/80;146,619;;;
7/15/80;146,143;;;
7/16/80;146,53;;;
7/17/80;147,952;;;
7/18/80;148,268;;;
7/21/80;148,63;;;
7/22/80;148,408;;;
7/23/80;147,963;;;
7/24/80;148,002;;;
7/25/80;148,063;;;
7/28/80;147,247;;;
7/29/80;147,77;;;
7/30/80;147,587;;;
7/31/80;146,628;;;
8/1/80;145,995;;;
8/4/80;145,923;;;
8/5/80;145,855;;;
8/6/80;146,329;;;
8/7/80;147,636;;;
8/8/80;148,009;;;
8/11/80;149,16;;;
8/12/80;148,868;;;
8/13/80;148,692;;;
8/14/80;150,114;;;
8/15/80;150,684;;;
8/18/80;148,828;;;
8/19/80;148,382;;;
8/20/80;149,53;;;
8/21/80;150,866;;;
8/22/80;151,277;;;
8/25/80;150,785;;;
8/26/80;150,892;;;
8/27/80;149,992;;;
8/28/80;148,821;;;
8/29/80;149,054;;;
9/1/80;149,011;;;
9/2/80;150,828;;;
9/3/80;152,594;;;
9/4/80;152,445;;;
9/5/80;152,012;;;
9/8/80;151,022;;;
9/9/80;151,73;;;
9/10/80;152,223;;;
9/11/80;152,906;;;
9/12/80;153,531;;;
9/15/80;153,346;;;
9/16/80;153,69;;;
9/17/80;155,447;;;
9/18/80;155,066;;;
9/19/80;155,62;;;
9/22/80;156,703;;;
9/23/80;155,779;;;
9/24/80;156,096;;;
9/25/80;155,288;;;
9/26/80;153,665;;;
9/29/80;151,443;;;
9/30/80;153,086;;;
10/1/80;155,193;;;
10/2/80;155,999;;;
10/3/80;156,974;;;
10/6/80;159,013;;;
10/7/80;158,04;;;
10/8/80;158,091;;;
10/9/80;157,813;;;
10/10/80;157,536;;;
10/13/80;159,187;;;
10/14/80;159,707;;;
10/15/80;160,969;;;
10/16/80;160,219;;;
10/17/80;159,749;;;
10/20/80;160,663;;;
10/21/80;159,945;;;
10/22/80;160,024;;;
10/23/80;158,277;;;
10/24/80;158,21;;;
10/27/80;156,725;;;
10/28/80;156,938;;;
10/29/80;157,459;;;
10/30/80;156,768;;;
10/31/80;157,102;;;
11/3/80;158,287;;;
11/4/80;158,522;;;
11/5/80;159,749;;;
11/6/80;157,501;;;
11/7/80;156,142;;;
11/10/80;156,226;;;
11/11/80;158,462;;;
11/12/80;160,105;;;
11/13/80;162,245;;;
11/14/80;162,22;;;
11/17/80;162,299;;;
11/18/80;163,677;;;
11/19/80;163,862;;;
11/20/80;164,76;;;
11/21/80;163,862;;;
11/24/80;162,548;;;
11/25/80;162,52;;;
11/26/80;163,276;;;
11/27/80;163,046;;;
11/28/80;163,233;;;
12/1/80;160,584;;;
12/2/80;160,189;;;
12/3/80;159,733;;;
12/4/80;159,848;;;
12/5/80;157,538;;;
12/8/80;155,674;;;
12/9/80;154,631;;;
12/10/80;152,78;;;
12/11/80;150,553;;;
12/12/80;152,06;;;
12/15/80;153,507;;;
12/16/80;153,409;;;
12/17/80;154,808;;;
12/18/80;155,246;;;
12/19/80;155,918;;;
12/22/80;157,755;;;
12/23/80;158;;;
12/24/80;158,825;;;
12/25/80;158,825;;;
12/26/80;159,268;;;
12/29/80;158,477;;;
12/30/80;159,259;;;
12/31/80;159,228;;;
1/1/81;159,228;;;
1/2/81;159,819;;;
1/5/81;161,742;;;
1/6/81;162,84;;;
1/7/81;160,568;;;
1/8/81;158,654;;;
1/9/81;158,593;;;
1/12/81;158,238;;;
1/13/81;157,145;;;
1/14/81;157,376;;;
1/15/81;158,217;;;
1/16/81;158,784;;;
1/19/81;158,902;;;
1/20/81;157,284;;;
1/21/81;157,564;;;
1/22/81;156,189;;;
1/23/81;155,48;;;
1/26/81;154,932;;;
1/27/81;155,885;;;
1/28/81;155,086;;;
1/29/81;154,74;;;
1/30/81;154,155;;;
2/2/81;152,951;;;
2/3/81;152,967;;;
2/4/81;153,905;;;
2/5/81;154,727;;;
2/6/81;154,858;;;
2/9/81;154,233;;;
2/10/81;154,361;;;
2/11/81;153,369;;;
2/12/81;152,485;;;
2/13/81;151,555;;;
2/16/81;149,776;;;
2/17/81;150,697;;;
2/18/81;152,294;;;
2/19/81;151,309;;;
2/20/81;151,715;;;
2/23/81;151,905;;;
2/24/81;151,794;;;
2/25/81;153,03;;;
2/26/81;153,571;;;
2/27/81;154,165;;;
3/2/81;154,295;;;
3/3/81;152,351;;;
3/4/81;153,865;;;
3/5/81;152,867;;;
3/6/81;152,296;;;
3/9/81;153,256;;;
3/10/81;153,424;;;
3/11/81;152,74;;;
3/12/81;155,185;;;
3/13/81;154,893;;;
3/16/81;156,879;;;
3/17/81;157,121;;;
3/18/81;158,179;;;
3/19/81;158,13;;;
3/20/81;158,121;;;
3/23/81;159,231;;;
3/24/81;159;;;
3/25/81;160,47;;;
3/26/81;160,02;;;
3/27/81;158,253;;;
3/30/81;157,712;;;
3/31/81;159,204;;;
4/1/81;160,161;;;
4/2/81;160,397;;;
4/3/81;159,158;;;
4/6/81;157,791;;;
4/7/81;157,37;;;
4/8/81;158,758;;;
4/9/81;159,248;;;
4/10/81;159,091;;;
4/13/81;157,276;;;
4/14/81;157,008;;;
4/15/81;157,641;;;
4/16/81;157,632;;;
4/17/81;157,632;;;
4/20/81;158,682;;;
4/21/81;158,355;;;
4/22/81;159,243;;;
4/23/81;159,696;;;
4/24/81;160,622;;;
4/27/81;161,202;;;
4/28/81;160,114;;;
4/29/81;158,635;;;
4/30/81;158,838;;;
5/1/81;158,878;;;
5/4/81;156,655;;;
5/5/81;155,582;;;
5/6/81;155,775;;;
5/7/81;155,985;;;
5/8/81;156,366;;;
5/11/81;155,608;;;
5/12/81;155,569;;;
5/13/81;154,975;;;
5/14/81;154,976;;;
5/15/81;155,969;;;
5/18/81;156,202;;;
5/19/81;155,256;;;
5/20/81;154,874;;;
5/21/81;155,506;;;
5/22/81;154,898;;;
5/25/81;155,005;;;
5/26/81;155,729;;;
5/27/81;155,847;;;
5/28/81;155,575;;;
5/29/81;155,298;;;
6/1/81;156,001;;;
6/2/81;154,017;;;
6/3/81;153,959;;;
6/4/81;152,972;;;
6/5/81;152,831;;;
6/8/81;152,293;;;
6/9/81;152,048;;;
6/10/81;153,864;;;
6/11/81;155;;;
6/12/81;155,176;;;
6/15/81;157,085;;;
6/16/81;156,9;;;
6/17/81;157,616;;;
6/18/81;155,825;;;
6/19/81;155,232;;;
6/22/81;155,281;;;
6/23/81;156,39;;;
6/24/81;156,072;;;
6/25/81;155,52;;;
6/26/81;154,748;;;
6/29/81;155,092;;;
6/30/81;154,584;;;
7/1/81;153,247;;;
7/2/81;152,253;;;
7/3/81;152,386;;;
7/6/81;150,712;;;
7/7/81;150,85;;;
7/8/81;150,592;;;
7/9/81;151,001;;;
7/10/81;152,055;;;
7/13/81;152,901;;;
7/14/81;151,786;;;
7/15/81;152,491;;;
7/16/81;152,912;;;
7/17/81;153,004;;;
7/20/81;151,032;;;
7/21/81;149,96;;;
7/22/81;148,98;;;
7/23/81;149,472;;;
7/24/81;149,87;;;
7/27/81;151,85;;;
7/28/81;150,439;;;
7/29/81;150,399;;;
7/30/81;150,501;;;
7/31/81;151,506;;;
8/3/81;150,154;;;
8/4/81;150,245;;;
8/5/81;151,762;;;
8/6/81;152,405;;;
8/7/81;152,629;;;
8/10/81;152,315;;;
8/11/81;153,608;;;
8/12/81;154,457;;;
8/13/81;155,226;;;
8/14/81;154,386;;;
8/17/81;153,538;;;
8/18/81;153,849;;;
8/19/81;153,935;;;
8/20/81;154,158;;;
8/21/81;153,361;;;
8/24/81;151,137;;;
8/25/81;149,119;;;
8/26/81;148,651;;;
8/27/81;147,902;;;
8/28/81;148,264;;;
8/31/81;148,096;;;
9/1/81;147,354;;;
9/2/81;147,474;;;
9/3/81;146,027;;;
9/4/81;144,885;;;
9/7/81;144,149;;;
9/8/81;142,333;;;
9/9/81;141,992;;;
9/10/81;143,239;;;
9/11/81;144,151;;;
9/14/81;143,414;;;
9/15/81;143,168;;;
9/16/81;142,862;;;
9/17/81;142,523;;;
9/18/81;141,16;;;
9/21/81;141,882;;;
9/22/81;141,227;;;
9/23/81;139,635;;;
9/24/81;137,406;;;
9/25/81;135,61;;;
9/28/81;133,775;;;
9/29/81;136,594;;;
9/30/81;136,528;;;
10/1/81;136,654;;;
10/2/81;138,615;;;
10/5/81;140,428;;;
10/6/81;140,381;;;
10/7/81;142,073;;;
10/8/81;142,775;;;
10/9/81;143,697;;;
10/12/81;144,085;;;
10/13/81;142,546;;;
10/14/81;140,164;;;
10/15/81;140,294;;;
10/16/81;138,667;;;
10/19/81;137,544;;;
10/20/81;138,818;;;
10/21/81;138,666;;;
10/22/81;137,85;;;
10/23/81;137,379;;;
10/26/81;136,18;;;
10/27/81;136,918;;;
10/28/81;137,663;;;
10/29/81;137,564;;;
10/30/81;140,274;;;
11/2/81;143,708;;;
11/3/81;144,358;;;
11/4/81;144,786;;;
11/5/81;144,477;;;
11/6/81;143,486;;;
11/9/81;144,723;;;
11/10/81;143,8;;;
11/11/81;143,619;;;
11/12/81;144,363;;;
11/13/81;144,03;;;
11/16/81;143,131;;;
11/17/81;143,491;;;
11/18/81;143,144;;;
11/19/81;144,283;;;
11/20/81;145,188;;;
11/23/81;145,048;;;
11/24/81;146,312;;;
11/25/81;147,728;;;
11/26/81;148,087;;;
11/27/81;148,739;;;
11/30/81;150,253;;;
12/1/81;149,592;;;
12/2/81;148,326;;;
12/3/81;148,889;;;
12/4/81;150,649;;;
12/7/81;150,304;;;
12/8/81;149,325;;;
12/9/81;148,809;;;
12/10/81;148,95;;;
12/11/81;148,106;;;
12/14/81;145,246;;;
12/15/81;145,857;;;
12/16/81;145,886;;;
12/17/81;146,32;;;
12/18/81;146,449;;;
12/21/81;145,997;;;
12/22/81;145,925;;;
12/23/81;145,841;;;
12/24/81;146,083;;;
12/25/81;146,083;;;
12/28/81;145,964;;;
12/29/81;145,618;;;
12/30/81;146,436;;;
12/31/81;146,62;;;
1/1/82;146,62;;;
1/4/82;147,167;;;
1/5/82;144,859;;;
1/6/82;144,103;;;
1/7/82;143,481;;;
1/8/82;143,9;;;
1/11/82;141,647;;;
1/12/82;140,749;;;
1/13/82;139,778;;;
1/14/82;139,665;;;
1/15/82;140,727;;;
1/18/82;140,924;;;
1/19/82;140,699;;;
1/20/82;140,018;;;
1/21/82;140,623;;;
1/22/82;140,7;;;
1/25/82;139,972;;;
1/26/82;140,006;;;
1/27/82;140,797;;;
1/28/82;142,447;;;
1/29/82;144,023;;;
2/1/82;141,27;;;
2/2/82;140,759;;;
2/3/82;139,879;;;
2/4/82;139,759;;;
2/5/82;140,274;;;
2/8/82;138,138;;;
2/9/82;136,806;;;
2/10/82;137,639;;;
2/11/82;137,586;;;
2/12/82;136,536;;;
2/15/82;135,817;;;
2/16/82;135,495;;;
2/17/82;135,51;;;
2/18/82;136,189;;;
2/19/82;136,816;;;
2/22/82;136,219;;;
2/23/82;135,215;;;
2/24/82;136,015;;;
2/25/82;135,373;;;
2/26/82;134,865;;;
3/1/82;134,305;;;
3/2/82;134,094;;;
3/3/82;133,239;;;
3/4/82;132,04;;;
3/5/82;131,907;;;
3/8/82;130,851;;;
3/9/82;130,674;;;
3/10/82;131,283;;;
3/11/82;131,072;;;
3/12/82;129,978;;;
3/15/82;129,992;;;
3/16/82;129,25;;;
3/17/82;129,11;;;
3/18/82;130,449;;;
3/19/82;130,56;;;
3/22/82;131,922;;;
3/23/82;132,808;;;
3/24/82;132,893;;;
3/25/82;132,457;;;
3/26/82;131,278;;;
3/29/82;130,959;;;
3/30/82;130,831;;;
3/31/82;130,746;;;
4/1/82;132,35;;;
4/2/82;133,543;;;
4/5/82;132,754;;;
4/6/82;132,664;;;
4/7/82;132,977;;;
4/8/82;133,11;;;
4/9/82;133,11;;;
4/12/82;133,178;;;
4/13/82;133,317;;;
4/14/82;133,017;;;
4/15/82;132,567;;;
4/16/82;132,893;;;
4/19/82;133,215;;;
4/20/82;133,575;;;
4/21/82;133,82;;;
4/22/82;135,016;;;
4/23/82;136,403;;;
4/26/82;137,958;;;
4/27/82;137,055;;;
4/28/82;136,926;;;
4/29/82;136,181;;;
4/30/82;136,721;;;
5/3/82;136,86;;;
5/4/82;137,352;;;
5/5/82;137,7;;;
5/6/82;139,473;;;
5/7/82;140,575;;;
5/10/82;139,954;;;
5/11/82;140,603;;;
5/12/82;140,674;;;
5/13/82;139,61;;;
5/14/82;139,06;;;
5/17/82;138,327;;;
5/18/82;136,923;;;
5/19/82;136,226;;;
5/20/82;135,648;;;
5/21/82;135,957;;;
5/24/82;135,839;;;
5/25/82;135,242;;;
5/26/82;134,551;;;
5/27/82;133,663;;;
5/28/82;132,8;;;
5/31/82;132,831;;;
6/1/82;132,373;;;
6/2/82;132,212;;;
6/3/82;132,355;;;
6/4/82;131,051;;;
6/7/82;130,348;;;
6/8/82;129,953;;;
6/9/82;128,956;;;
6/10/82;128,562;;;
6/11/82;130,455;;;
6/14/82;128,77;;;
6/15/82;128,061;;;
6/16/82;127,069;;;
6/17/82;125,444;;;
6/18/82;124,894;;;
6/21/82;123,743;;;
6/22/82;125,305;;;
6/23/82;126,177;;;
6/24/82;126,402;;;
6/25/82;125,301;;;
6/28/82;125,683;;;
6/29/82;125,858;;;
6/30/82;126,395;;;
7/1/82;125,339;;;
7/2/82;124,168;;;
7/5/82;124,044;;;
7/6/82;123,505;;;
7/7/82;122,787;;;
7/8/82;122,656;;;
7/9/82;124,349;;;
7/12/82;126,214;;;
7/13/82;125,582;;;
7/14/82;126,16;;;
7/15/82;126,32;;;
7/16/82;126,71;;;
7/19/82;127,484;;;
7/20/82;128,067;;;
7/21/82;128,434;;;
7/22/82;128,42;;;
7/23/82;128,993;;;
7/26/82;128,29;;;
7/27/82;127,032;;;
7/28/82;125,427;;;
7/29/82;124,823;;;
7/30/82;124,336;;;
8/2/82;126,138;;;
8/3/82;125,628;;;
8/4/82;123,584;;;
8/5/82;122,525;;;
8/6/82;120,917;;;
8/9/82;119,321;;;
8/10/82;119,498;;;
8/11/82;118,674;;;
8/12/82;118,383;;;
8/13/82;119,839;;;
8/16/82;119,765;;;
8/17/82;123,137;;;
8/18/82;124,988;;;
8/19/82;125,136;;;
8/20/82;128,72;;;
8/23/82;131,208;;;
8/24/82;131,141;;;
8/25/82;133;;;
8/26/82;134,034;;;
8/27/82;132,322;;;
8/30/82;131,793;;;
8/31/82;132,927;;;
9/1/82;132,633;;;
9/2/82;134,302;;;
9/3/82;136,671;;;
9/6/82;136,671;;;
9/7/82;135,983;;;
9/8/82;135,915;;;
9/9/82;135,75;;;
9/10/82;134,205;;;
9/13/82;134,513;;;
9/14/82;135,651;;;
9/15/82;136,472;;;
9/16/82;135,91;;;
9/17/82;135,186;;;
9/20/82;135,256;;;
9/21/82;136,919;;;
9/22/82;137,17;;;
9/23/82;136,704;;;
9/24/82;136,123;;;
9/27/82;135,489;;;
9/28/82;135,117;;;
9/29/82;134,368;;;
9/30/82;133,113;;;
10/1/82;133,885;;;
10/4/82;132,613;;;
10/5/82;132,956;;;
10/6/82;136,039;;;
10/7/82;139,163;;;
10/8/82;142,002;;;
10/11/82;144,803;;;
10/12/82;145,753;;;
10/13/82;146,842;;;
10/14/82;145,468;;;
10/15/82;144,023;;;
10/18/82;146,66;;;
10/19/82;146,769;;;
10/20/82;147,86;;;
10/21/82;147,372;;;
10/22/82;147,149;;;
10/25/82;142,574;;;
10/26/82;142,707;;;
10/27/82;143,438;;;
10/28/82;142,075;;;
10/29/82;141,83;;;
11/1/82;143,683;;;
11/2/82;145,746;;;
11/3/82;149,357;;;
11/4/82;149,034;;;
11/5/82;149,03;;;
11/8/82;147,395;;;
11/9/82;149,464;;;
11/10/82;149,8;;;
11/11/82;149,724;;;
11/12/82;148,214;;;
11/15/82;146,477;;;
11/16/82;145,29;;;
11/17/82;146,612;;;
11/18/82;147,591;;;
11/19/82;147,751;;;
11/22/82;146,224;;;
11/23/82;144,756;;;
11/24/82;145,971;;;
11/25/82;145,9;;;
11/26/82;146,318;;;
11/29/82;146,424;;;
11/30/82;148,919;;;
12/1/82;150,331;;;
12/2/82;150,428;;;
12/3/82;151,113;;;
12/6/82;153,528;;;
12/7/82;154,426;;;
12/8/82;153,332;;;
12/9/82;151,377;;;
12/10/82;151,137;;;
12/13/82;150,927;;;
12/14/82;150,637;;;
12/15/82;148,547;;;
12/16/82;148,668;;;
12/17/82;150,415;;;
12/20/82;149,32;;;
12/21/82;150,941;;;
12/22/82;151,411;;;
12/23/82;152,541;;;
12/24/82;152,866;;;
12/27/82;155,258;;;
12/28/82;154,923;;;
12/29/82;155,968;;;
12/30/82;155,316;;;
12/31/82;155,157;;;
1/3/83;154,281;;;
1/4/83;156,425;;;
1/5/83;157,488;;;
1/6/83;159,827;;;
1/7/83;160,29;;;
1/10/83;162,016;;;
1/11/83;160,243;;;
1/12/83;160,207;;;
1/13/83;160,212;;;
1/14/83;160,667;;;
1/17/83;161,388;;;
1/18/83;160,108;;;
1/19/83;158,873;;;
1/20/83;159,184;;;
1/21/83;157,641;;;
1/24/83;152,757;;;
1/25/83;154,933;;;
1/26/83;155,514;;;
1/27/83;156,495;;;
1/28/83;157,635;;;
1/31/83;158,034;;;
2/1/83;156,616;;;
2/2/83;155,981;;;
2/3/83;157,006;;;
2/4/83;157,84;;;
2/7/83;158,641;;;
2/8/83;159,031;;;
2/9/83;158,686;;;
2/10/83;160,491;;;
2/11/83;161,249;;;
2/14/83;162,355;;;
2/15/83;162,647;;;
2/16/83;162,024;;;
2/17/83;161,779;;;
2/18/83;161,996;;;
2/21/83;161,649;;;
2/22/83;159,316;;;
2/23/83;159,782;;;
2/24/83;162,338;;;
2/25/83;162,981;;;
2/28/83;160,914;;;
3/1/83;162,387;;;
3/2/83;164,027;;;
3/3/83;165,334;;;
3/4/83;165,673;;;
3/7/83;166,575;;;
3/8/83;163,84;;;
3/9/83;164,772;;;
3/10/83;164,678;;;
3/11/83;163,921;;;
3/14/83;164,083;;;
3/15/83;164,772;;;
3/16/83;163,781;;;
3/17/83;163,424;;;
3/18/83;163,466;;;
3/21/83;163,45;;;
3/22/83;164,104;;;
3/23/83;165,219;;;
3/24/83;166,367;;;
3/25/83;165,745;;;
3/28/83;164,598;;;
3/29/83;164,288;;;
3/30/83;165,817;;;
3/31/83;166,139;;;
4/1/83;166,139;;;
4/4/83;166,11;;;
4/5/83;165,502;;;
4/6/83;165,842;;;
4/7/83;166,134;;;
4/8/83;166,492;;;
4/11/83;168,945;;;
4/12/83;170,038;;;
4/13/83;170,717;;;
4/14/83;171,933;;;
4/15/83;172,853;;;
4/18/83;174,049;;;
4/19/83;172,948;;;
4/20/83;174,194;;;
4/21/83;174,207;;;
4/22/83;174,498;;;
4/25/83;174,082;;;
4/26/83;175,695;;;
4/27/83;175,93;;;
4/28/83;176,531;;;
4/29/83;177,561;;;
5/2/83;176,464;;;
5/3/83;176,392;;;
5/4/83;177,331;;;
5/5/83;178,119;;;
5/6/83;179,331;;;
5/9/83;179,466;;;
5/10/83;179,128;;;
5/11/83;178,771;;;
5/12/83;178,116;;;
5/13/83;178,15;;;
5/16/83;176,557;;;
5/17/83;176,522;;;
5/18/83;177,012;;;
5/19/83;175,753;;;
5/20/83;175,594;;;
5/23/83;175,55;;;
5/24/83;177,25;;;
5/25/83;178,161;;;
5/26/83;178,086;;;
5/27/83;177,111;;;
5/30/83;177,075;;;
5/31/83;175,383;;;
6/1/83;174,428;;;
6/2/83;175,416;;;
6/3/83;175,618;;;
6/6/83;175,805;;;
6/7/83;174,15;;;
6/8/83;172,881;;;
6/9/83;173,316;;;
6/10/83;174,099;;;
6/13/83;176,23;;;
6/14/83;176,342;;;
6/15/83;176,946;;;
6/16/83;179,18;;;
6/17/83;180,178;;;
6/20/83;180,438;;;
6/21/83;181,845;;;
6/22/83;182,686;;;
6/23/83;182,512;;;
6/24/83;182,609;;;
6/27/83;181,717;;;
6/28/83;178,721;;;
6/29/83;179,138;;;
6/30/83;180,452;;;
7/1/83;181,198;;;
7/4/83;180,896;;;
7/5/83;179,049;;;
7/6/83;180,479;;;
7/7/83;179,873;;;
7/8/83;179,416;;;
7/11/83;179,841;;;
7/12/83;177,877;;;
7/13/83;177,346;;;
7/14/83;178,08;;;
7/15/83;176,506;;;
7/18/83;176,463;;;
7/19/83;177,286;;;
7/20/83;181,127;;;
7/21/83;181,574;;;
7/22/83;181,09;;;
7/25/83;181,017;;;
7/26/83;182,133;;;
7/27/83;180,854;;;
7/28/83;179,172;;;
7/29/83;176,796;;;
8/1/83;175,598;;;
8/2/83;176,061;;;
8/3/83;176,876;;;
8/4/83;175,54;;;
8/5/83;174,615;;;
8/8/83;172,808;;;
8/9/83;173,319;;;
8/10/83;173,836;;;
8/11/83;173,691;;;
8/12/83;174,32;;;
8/15/83;176,519;;;
8/16/83;177,118;;;
8/17/83;179,033;;;
8/18/83;178,508;;;
8/19/83;178,564;;;
8/22/83;179,262;;;
8/23/83;178,288;;;
8/24/83;176,856;;;
8/25/83;176,262;;;
8/26/83;176,504;;;
8/29/83;176,131;;;
8/30/83;176,289;;;
8/31/83;177,312;;;
9/1/83;177,682;;;
9/2/83;177,665;;;
9/5/83;178,384;;;
9/6/83;180,546;;;
9/7/83;180,639;;;
9/8/83;180,694;;;
9/9/83;180,094;;;
9/12/83;180,016;;;
9/13/83;178,661;;;
9/14/83;178,532;;;
9/15/83;177,792;;;
9/16/83;178,759;;;
9/19/83;179,941;;;
9/20/83;181,638;;;
9/21/83;181,059;;;
9/22/83;181,959;;;
9/23/83;182,241;;;
9/26/83;183,619;;;
9/27/83;182,122;;;
9/28/83;182,254;;;
9/29/83;181,475;;;
9/30/83;180,467;;;
10/3/83;180,185;;;
10/4/83;180,186;;;
10/5/83;181,742;;;
10/6/83;183,913;;;
10/7/83;184,894;;;
10/10/83;185,803;;;
10/11/83;184,188;;;
10/12/83;182,936;;;
10/13/83;182,671;;;
10/14/83;181,794;;;
10/17/83;182,719;;;
10/18/83;180,91;;;
10/19/83;179,686;;;
10/20/83;180,305;;;
10/21/83;179,95;;;
10/24/83;179,156;;;
10/25/83;179,851;;;
10/26/83;179,04;;;
10/27/83;178,888;;;
10/28/83;177,853;;;
10/31/83;177,908;;;
11/1/83;177,817;;;
11/2/83;178,838;;;
11/3/83;178,391;;;
11/4/83;177,368;;;
11/7/83;176,751;;;
11/8/83;176,852;;;
11/9/83;178,439;;;
11/10/83;179,09;;;
11/11/83;180,544;;;
11/14/83;181,092;;;
11/15/83;180,425;;;
11/16/83;180,97;;;
11/17/83;180,472;;;
11/18/83;179,588;;;
11/21/83;180,245;;;
11/22/83;180,921;;;
11/23/83;181,089;;;
11/24/83;180,995;;;
11/25/83;181,44;;;
11/28/83;181,183;;;
11/29/83;181,826;;;
11/30/83;182,061;;;
12/1/83;181,988;;;
12/2/83;181,494;;;
12/5/83;181,559;;;
12/6/83;181,31;;;
12/7/83;181,607;;;
12/8/83;181,432;;;
12/9/83;180,698;;;
12/12/83;181,145;;;
12/13/83;180,239;;;
12/14/83;179,387;;;
12/15/83;178,624;;;
12/16/83;178,99;;;
12/19/83;178,681;;;
12/20/83;179,172;;;
12/21/83;180,555;;;
12/22/83;180,877;;;
12/23/83;180,966;;;
12/26/83;180,966;;;
12/27/83;182,714;;;
12/28/83;183,467;;;
12/29/83;183,654;;;
12/30/83;183,952;;;
1/2/84;184,112;;;
1/3/84;183,205;;;
1/4/84;184,287;;;
1/5/84;186,217;;;
1/6/84;187,095;;;
1/9/84;186,756;;;
1/10/84;186,183;;;
1/11/84;185,869;;;
1/12/84;186,066;;;
1/13/84;186,52;;;
1/16/84;186,694;;;
1/17/84;186,879;;;
1/18/84;186,895;;;
1/19/84;187,188;;;
1/20/84;186,462;;;
1/23/84;185,386;;;
1/24/84;185,359;;;
1/25/84;185,528;;;
1/26/84;185,297;;;
1/27/84;185,219;;;
1/30/84;184,913;;;
1/31/84;185,039;;;
2/1/84;184,888;;;
2/2/84;185,567;;;
2/3/84;184,323;;;
2/6/84;181,474;;;
2/7/84;180,709;;;
2/8/84;179,449;;;
2/9/84;179,072;;;
2/10/84;178,929;;;
2/13/84;178,225;;;
2/14/84;178,776;;;
2/15/84;179,648;;;
2/16/84;180,031;;;
2/17/84;179,898;;;
2/20/84;179,783;;;
2/21/84;178,997;;;
2/22/84;178,867;;;
2/23/84;178,824;;;
2/24/84;181,393;;;
2/27/84;182,823;;;
2/28/84;181,651;;;
2/29/84;181,537;;;
3/1/84;181,889;;;
3/2/84;184,038;;;
3/5/84;184,848;;;
